Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,Postal_Address_Line_1,Postal_Address_Line_2,Postal_Town,Postal_State,Postal_Postcode,Full_Phone_No,Region,Area,LGA_ID,LGA_Name,LGA_TYPE,X,Y
Independent,2,278,Ballarat Clarendon College,Pri/Sec,O,1425 Sturt Street,,BALLARAT,VIC,3350,1425 Sturt Street,,BALLARAT,VIC,3350,03 5330 8200,SOUTH-WESTERN VICTORIA,Central Highlands,57,Ballarat (C),Non Metro,143.8336504,-37.55964761
Independent,2,385,Fintona Girls' School,Pri/Sec,O,79 Balwyn Road,,BALWYN,VIC,3103,79 Balwyn Road,,BALWYN,VIC,3103,03 9830 1388,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara (C),Metro,145.080326,-37.815158
Independent,2,391,Lauriston Girls' School,Pri/Sec,O,38 Huntingtower Road,,ARMADALE,VIC,3143,PO Box 8110,,ARMADALE,VIC,3143,03 9864 7555,SOUTH-EASTERN VICTORIA,Bayside Peninsula,635,Stonnington (C),Metro,145.025089,-37.852317
Independent,2,450,Geelong Grammar School,Pri/Sec,O,50 Biddlecombe Avenue,,CORIO,VIC,3214,50 Biddlecombe Avenue,,CORIO,VIC,3214,03 5273 9200,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong (C),Non Metro,144.399071,-38.068817
Independent,2,457,Trinity Grammar School Kew,Pri/Sec,O,40 Charles Street,,KEW,VIC,3101,40 Charles Street,,KEW,VIC,3101,03 9854 3600,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara (C),Metro,145.0355016,-37.81020316
Independent,2,509,Melbourne Girls Grammar,Pri/Sec,O,86 Anderson Street,,SOUTH YARRA,VIC,3141,86 Anderson Street,,SOUTH YARRA,VIC,3141,03 9862 9200,SOUTH-WESTERN VICTORIA,Western Melbourne,460,Melbourne (C),Metro,144.984803,-37.831692
Independent,2,510,The Geelong College,Pri/Sec,O,Talbot Street,,NEWTOWN,VIC,3220,PO Box 5,,NEWTOWN,VIC,3220,03 5226 3111,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong (C),Non Metro,144.3400898,-38.15241839
Independent,2,545,Bayview College,Secondary,O,119 Bentinck St,,PORTLAND,VIC,3305,PO Box 256,,PORTLAND,VIC,3305,03 5523 1042,SOUTH-WESTERN VICTORIA,Wimmera South West,241,Glenelg (S),Non Metro,141.605949,-38.345232
Independent,2,554,Presbyterian Ladies' College,Pri/Sec,O,141 Burwood Highway,,BURWOOD,VIC,3125,141 Burwood Highway,,BURWOOD,VIC,3125,03 9808 5811,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,698,Whitehorse (C),Metro,145.107002,-37.848559
Independent,2,818,St Michael's Grammar School,Pri/Sec,O,25 - 27 Chapel Street,,ST KILDA,VIC,3182,25 - 27 Chapel Street,,ST KILDA,VIC,3182,03 8530 3200,SOUTH-EASTERN VICTORIA,Bayside Peninsula,590,Port Phillip (C),Metro,144.991548,-37.859549
Independent,2,879,Firbank Grammar School,Pri/Sec,O,51 Outer Crescent,,BRIGHTON,VIC,3186,51 Outer Crescent,,BRIGHTON,VIC,3186,03 9591 5188,SOUTH-EASTERN VICTORIA,Bayside Peninsula,91,Bayside (C),Metro,144.996936,-37.906118
Independent,2,928,Ballarat Grammar,Pri/Sec,O,201 Forest Street,,WENDOUREE,VIC,3355,201 Forest Street,,WENDOUREE,VIC,3355,03 5338 0700,SOUTH-WESTERN VICTORIA,Central Highlands,57,Ballarat (C),Non Metro,143.83083,-37.539237
Independent,2,971,The Hamilton and Alexandra College,Pri/Sec,O,1 Chaucer Street,,HAMILTON,VIC,3300,PO Box 286,,HAMILTON,VIC,3300,03 5572 1355,SOUTH-WESTERN VICTORIA,Wimmera South West,626,Southern Grampians (S),Non Metro,142.024214,-37.737198
Independent,2,1004,Ivanhoe Grammar School,Pri/Sec,O,The Ridgeway,,IVANHOE,VIC,3079,PO Box 91,,IVANHOE,VIC,3079,03 9490 1877,NORTH-WESTERN VICTORIA,North Eastern Melbourne,66,Banyule (C),Metro,145.044477,-37.772515
Independent,2,1021,Scotch College,Pri/Sec,O,1 Morrison Street,,HAWTHORN,VIC,3122,1 Morrison Street,,HAWTHORN,VIC,3122,03 9810 4321,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara (C),Metro,145.032288,-37.833922
Independent,2,1025,St Leonard's College,Pri/Sec,O,163 South Rd,,BRIGHTON EAST,VIC,3187,163 South Rd,,BRIGHTON EAST,VIC,3187,03 9909 9300,SOUTH-EASTERN VICTORIA,Bayside Peninsula,91,Bayside (C),Metro,145.007554,-37.928631
Independent,2,1080,Tintern Grammar,Pri/Sec,O,90 Alexandra Road,,RINGWOOD EAST,VIC,3135,90 Alexandra Road,,RINGWOOD EAST,VIC,3135,03 9845 7777,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,441,Maroondah (C),Metro,145.25669,-37.815515
Independent,2,1086,Toorak College,Pri/Sec,O,73 Old Mornington Road,,MT ELIZA,VIC,3930,PO Box 150,,MT ELIZA,VIC,3930,03 9788 7200,SOUTH-EASTERN VICTORIA,Bayside Peninsula,534,Mornington Peninsula (S),Metro,145.093465,-38.172264
Independent,2,1116,St Catherine's School,Pri/Sec,O,17 Heyington Place,,TOORAK,VIC,3142,17 Heyington Place,,TOORAK,VIC,3142,03 9822 1285,SOUTH-EASTERN VICTORIA,Bayside Peninsula,635,Stonnington (C),Metro,145.021269,-37.838296
Independent,2,1117,Lowther Hall Anglican Grammar School,Pri/Sec,O,17 Leslie Road,,ESSENDON,VIC,3040,PO Box 178,,ESSENDON,VIC,3040,03 9325 5000,SOUTH-WESTERN VICTORIA,Western Melbourne,506,Moonee Valley (C),Metro,144.914974,-37.759908
Independent,2,1144,Penleigh & Essendon Grammar School,Pri/Sec,O,163 Rachelle Road,,KEILOR EAST,VIC,3033,PO Box 417,,NIDDRIE,VIC,3042,03 9016 2000,SOUTH-WESTERN VICTORIA,Western Melbourne,506,Moonee Valley (C),Metro,144.870337,-37.732154
Independent,2,1183,Mentone Grammar School,Pri/Sec,O,63 Venice Street,,MENTONE,VIC,3194,63 Venice Street,,MENTONE,VIC,3194,03 9584 4211,SOUTH-EASTERN VICTORIA,Bayside Peninsula,343,Kingston (C),Metro,145.068124,-37.987688
Independent,2,1187,Ivanhoe Girls' Grammar School,Pri/Sec,O,123 Marshall St,,IVANHOE,VIC,3079,123 Marshall St,,IVANHOE,VIC,3079,03 9490 6222,NORTH-WESTERN VICTORIA,North Eastern Melbourne,66,Banyule (C),Metro,145.046721,-37.765273
Independent,2,1189,Carey Baptist Grammar School,Pri/Sec,O,349 Barkers Road,,KEW,VIC,3101,349 Barkers Road,,KEW,VIC,3101,03 9816 1222,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara (C),Metro,145.047817,-37.814784
Independent,2,1190,Kilvington Grammar School,Pri/Sec,O,2 Leila Road,,ORMOND,VIC,3204,PO Box 144,,ORMOND,VIC,3204,03 9578 6231,SOUTH-EASTERN VICTORIA,Bayside Peninsula,231,Glen Eira (C),Metro,145.04122,-37.89952
Independent,2,1191,Haileybury College,Pri/Sec,O,855 Springvale Rd,,KEYSBOROUGH,VIC,3173,855 Springvale Rd,,KEYSBOROUGH,VIC,3173,03 9904 6000,SOUTH-EASTERN VICTORIA,Southern Melbourne,267,Greater Dandenong (C),Metro,145.14643,-37.995979
Independent,2,1209,Strathcona Baptist Girls' Grammar,Pri/Sec,O,34 Scott Street,,CANTERBURY,VIC,3126,34 Scott Street,,CANTERBURY,VIC,3126,03 8779 7500,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara (C),Metro,145.080366,-37.829176
Independent,2,1213,Mentone Girls' Grammar School,Pri/Sec,O,11 Mentone Parade,,MENTONE,VIC,3194,PO Box 42,,MENTONE,VIC,3194,03 9581 1200,SOUTH-EASTERN VICTORIA,Bayside Peninsula,343,Kingston (C),Metro,145.063465,-37.989375
Independent,2,1218,Gippsland Grammar,Pri/Sec,O,417 York Street,,SALE,VIC,3850,PO Box 465,,SALE,VIC,3853,03 5143 6388,SOUTH-EASTERN VICTORIA,Outer Gippsland,681,Wellington (S),Non Metro,147.064627,-38.093651
Independent,2,1258,Camberwell Grammar School,Pri/Sec,O,55 Mont Albert Road,,CANTERBURY,VIC,3126,PO Box 151,,BALWYN,VIC,3103,03 9835 1777,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara (C),Metro,145.066407,-37.816093
Independent,2,1262,Brighton Grammar School,Pri/Sec,O,90 Outer Crescent,,BRIGHTON,VIC,3186,90 Outer Crescent,,BRIGHTON,VIC,3186,03 8591 2200,SOUTH-EASTERN VICTORIA,Bayside Peninsula,91,Bayside (C),Metro,144.993524,-37.911108
Independent,2,1267,Huntingtower School,Pri/Sec,O,77 Waimarie Drive,,MT WAVERLEY,VIC,3149,PO Box 192,,MOUNT WAVERLEY,VIC,3149,03 9807 8888,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,497,Monash (C),Metro,145.136288,-37.876741
Independent,2,1304,Kingswood College,Pri/Sec,O,355 Station Street,,BOX HILL,VIC,3128,355 Station Street,,BOX HILL,VIC,3128,03 9896 1700,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,698,Whitehorse (C),Metro,145.118628,-37.832777
Independent,2,1316,St Margaret’s Berwick Grammar,Pri/Sec,O,27-47 Gloucester Ave,,BERWICK,VIC,3806,PO Box 138,,BERWICK,VIC,3806,03 9703 8111,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey (C),Metro,145.346545,-38.035346
Independent,2,1322,Camberwell Girls Grammar School,Pri/Sec,O,2 Torrington Street,,CANTERBURY,VIC,3126,2 Torrington Street,,CANTERBURY,VIC,3126,03 9813 1166,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara (C),Metro,145.059705,-37.818211
Independent,2,1377,"Preshil, The Margaret Lyttle Memorial School",Pri/Sec,O,395 Barkers Road,,KEW,VIC,3101,P.O. Box 252,,BALWYN,VIC,3103,03 9817 6135,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara (C),Metro,145.052212,-37.815934
Independent,2,1490,Mount Scopus Memorial College,Pri/Sec,O,245 Burwood Highway,,BURWOOD,VIC,3125,245 Burwood Highway,,BURWOOD,VIC,3125,03 9834 0000,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,698,Whitehorse (C),Metro,145.117774,-37.847216
Independent,2,1498,Henderson College,Pri/Sec,O,806-816 Cowra Ave,,IRYMPLE,VIC,3498,PO Box 491,,IRYMPLE,VIC,3498,03 5024 5192,NORTH-WESTERN VICTORIA,Mallee,478,Mildura (RC),Non Metro,142.159259,-34.222606
Independent,2,1511,Heritage College,Pri/Sec,O,333 Centre Road,,NARRE WARREN SOUTH,VIC,3805,PO Box 293,,BERWICK,VIC,3806,03 9796 0100,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey (C),Metro,145.316519,-38.050215
Independent,2,1515,Adass Israel School,Pri/Sec,O,10-12 King Street,,ELSTERNWICK,VIC,3185,PO Box 23,,ELSTERNWICK,VIC,3185,03 9523 6422,SOUTH-EASTERN VICTORIA,Bayside Peninsula,231,Glen Eira (C),Metro,145.008205,-37.883899
Independent,2,1533,Yeshivah College,Pri/Sec,O,88 Hotham Street,,ST KILDA EAST,VIC,3183,88 Hotham Street,,ST KILDA EAST,VIC,3183,03 9522 8222,SOUTH-EASTERN VICTORIA,Bayside Peninsula,231,Glen Eira (C),Metro,145.000341,-37.868122
Independent,2,1561,Beth Rivkah Ladies College,Pri/Sec,O,14-20 Balaclava Road,,ST KILDA EAST,VIC,3183,14-20 Balaclava Road,,ST KILDA EAST,VIC,3183,03 9522 8242,SOUTH-EASTERN VICTORIA,Bayside Peninsula,231,Glen Eira (C),Metro,145.000835,-37.869281
Independent,2,1609,Leibler Yavneh College,Pri/Sec,O,2 Nagle Avenue,,ELSTERNWICK,VIC,3185,PO Box 164,,CAULFIELD SOUTH,VIC,3162,03 9528 4911,SOUTH-EASTERN VICTORIA,Bayside Peninsula,231,Glen Eira (C),Metro,145.006626,-37.892871
Independent,2,1610,Peninsula Grammar,Pri/Sec,O,20 Wooralla Drive,,MT ELIZA,VIC,3930,Private Bag No 3,,MT ELIZA,VIC,3930,03 9788 7777,SOUTH-EASTERN VICTORIA,Bayside Peninsula,534,Mornington Peninsula (S),Metro,145.090692,-38.198174
Independent,2,1626,Bialik College,Pri/Sec,O,429 Auburn Road,,HAWTHORN,VIC,3122,429 Auburn Road,,HAWTHORN,VIC,3122,03 9822 7981,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara (C),Metro,145.043371,-37.842269
Independent,2,1633,Luther College,Secondary,O,Plymouth Rd,,CROYDON HILLS,VIC,3136,Plymouth Rd,,CROYDON HILLS,VIC,3136,03 9724 2000,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,441,Maroondah (C),Metro,145.272909,-37.782963
Independent,2,1658,Yarra Valley Grammar,Pri/Sec,O,Kalinda Road,,RINGWOOD,VIC,3134,Kalinda Road,,RINGWOOD,VIC,3134,03 9262 7777,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,441,Maroondah (C),Metro,145.258164,-37.783701
Independent,2,1679,Maranatha Christian School,Pri/Sec,O,104-108 Reema Boulevard,,ENDEAVOUR HILLS,VIC,3802,104-108 Reema Boulevard,,ENDEAVOUR HILLS,VIC,3802,03 9709 7209,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey (C),Metro,145.278034,-37.970919
Independent,2,1701,Mount Evelyn Christian School/Ranges TEC,Pri/Sec,O,135 York Road,,MOUNT EVELYN,VIC,3796,135 York Road,,MOUNT EVELYN,VIC,3796,03 9738 6000,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,745,Yarra Ranges (S),Metro,145.3670969,-37.79883442
Independent,2,1706,Melbourne Rudolf Steiner School,Pri/Sec,O,213 Wonga Road,,WARRANWOOD,VIC,3134,213 Wonga Road,,WARRANWOOD,VIC,3134,03 9876 2633,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,441,Maroondah (C),Metro,145.248811,-37.777221
Independent,2,1712,Nunawading Christian College-Secondary,Secondary,O,161 Central Rd,,NUNAWADING,VIC,3131,PO Box 216,,NUNAWADING,VIC,3131,03 9877 7355,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,698,Whitehorse (C),Metro,145.1690183,-37.82254717
Independent,2,1714,Eltham College,Pri/Sec,O,1660 Main Road,,RESEARCH,VIC,3095,PO Box 40,,ELTHAM,VIC,3095,03 9437 1421,NORTH-WESTERN VICTORIA,North Eastern Melbourne,571,Nillumbik (S),Metro,145.192232,-37.70044311
Independent,2,1724,Donvale Christian College,Pri/Sec,O,155 Tindals Road,,DONVALE,VIC,3111,155 Tindals Road,,DONVALE,VIC,3111,03 9844 2471,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,421,Manningham (C),Metro,145.193451,-37.774028
Independent,2,1734,Braemar College,Pri/Sec,O,1499 Mt Macedon Rd,,WOODEND,VIC,3442,1499 Mt Macedon Rd,,WOODEND,VIC,3442,03 5427 2500,NORTH-WESTERN VICTORIA,Loddon Campaspe,413,Macedon Ranges (S),Non Metro,144.5759811,-37.36382882
Independent,2,1742,Gilson College,Pri/Sec,O,450 Taylors Road,,TAYLORS HILL,VIC,3037,450 Taylors Road,,TAYLORS HILL,VIC,3037,03 9365 9365,SOUTH-WESTERN VICTORIA,Brimbank Melton,465,Melton (C),Metro,144.763149,-37.724602
Independent,2,1754,Wimmera Lutheran College,Pri/Sec,O,2 Mackay St,,NHILL,VIC,3418,2 Mackay St,,NHILL,VIC,3418,03 5391 2144,SOUTH-WESTERN VICTORIA,Wimmera South West,298,Hindmarsh (S),Non Metro,141.662154,-36.327734
Independent,2,1767,Holy Trinity Lutheran College,Pri/Sec,C,Trinity Drive,,HORSHAM,VIC,3400,PO Box 822,,HORSHAM,VIC,3402,03 5382 2529,SOUTH-WESTERN VICTORIA,Wimmera South West,319,Horsham (RC),Non Metro,142.217749,-36.708181
Independent,2,1771,Waverley Christian College,Pri/Sec,O,1248 High Street Road,,WANTIRNA SOUTH,VIC,3152,PO Box 395,,VERMONT,VIC,3133,03 9871 8600,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,367,Knox (C),Metro,145.215299,-37.880135
Independent,2,1773,The King David School,Pri/Sec,O,517-519 Orrong Road,,ARMADALE,VIC,3143,PO Box 286,,MALVERN,VIC,3144,03 9529 5277,SOUTH-EASTERN VICTORIA,Bayside Peninsula,635,Stonnington (C),Metro,145.010495,-37.858226
Independent,2,1775,Westbourne Grammar School,Pri/Sec,O,300 Sayers Rd,,TRUGANINA,VIC,3029,Post Office Box 37,,WERRIBEE,VIC,3030,03 9731 9444,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham (C),Metro,144.724898,-37.850843
Independent,2,1787,Northside Christian College,Pri/Sec,O,31 McLeans Rd,,BUNDOORA,VIC,3083,31 McLeans Rd,,BUNDOORA,VIC,3083,03 9467 2499,NORTH-WESTERN VICTORIA,North Eastern Melbourne,707,Whittlesea (C),Metro,145.0546707,-37.69501422
Independent,2,1788,St John's College Preston,Pri/Sec,O,1 Blanch Street,,PRESTON,VIC,3072,1 Blanch Street,,PRESTON,VIC,3072,03 9480 5300,NORTH-WESTERN VICTORIA,North Eastern Melbourne,189,Darebin (C),Metro,144.999534,-37.745933
Independent,2,1792,Oxley Christian College,Pri/Sec,O,15 - 49 Old Melbourne Rd,,CHIRNSIDE PARK,VIC,3116,PO Box 553,,LILYDALE,VIC,3140,03 9727 9900,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,745,Yarra Ranges (S),Metro,145.30513,-37.763573
Independent,2,1793,Olivet Christian College,Pri/Sec,C,89 Main Rd,,CAMPBELLS CREEK,VIC,3451,89 Main Rd,,CAMPBELLS CREEK,VIC,3451,03 5472 3817,NORTH-WESTERN VICTORIA,Loddon Campaspe,543,Mount Alexander (S),Non Metro,144.205424,-37.088492
Independent,2,1794,Covenant College,Pri/Sec,O,105 Creamery Road,,BELL POST HILL,VIC,3215,Creamery Road Mail Centre,,GEELONG,VIC,3221,03 5278 5122,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong (C),Non Metro,144.317997,-38.09719
Independent,2,1812,Newhaven College,Pri/Sec,O,1770 Phillip Island Road,,RHYLL,VIC,3923,1770 Phillip Island Road,,RHYLL,VIC,3923,03 5956 7505,SOUTH-EASTERN VICTORIA,Inner Gippsland,74,Bass Coast (S),Non Metro,145.272323,-38.488343
Independent,2,1814,Christian College Geelong,Pri/Sec,O,18 Burdekin Road,,HIGHTON,VIC,3216,18 Burdekin Road,,HIGHTON,VIC,3216,03 5241 1899,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong (C),Non Metro,144.313073,-38.185241
Independent,2,1816,Billanook College,Pri/Sec,O,197-199 Cardigan Road,,MOOROOLBARK,VIC,3138,197-199 Cardigan Road,,MOOROOLBARK,VIC,3138,03 9725 5388,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,745,Yarra Ranges (S),Metro,145.3388701,-37.78785168
Independent,2,1824,Creek Street Christian College,Pri/Sec,O,91 Creek Street,,BENDIGO,VIC,3550,91 Creek Street,,BENDIGO,VIC,3550,03 5442 1722,NORTH-WESTERN VICTORIA,Loddon Campaspe,262,Greater Bendigo (C),Non Metro,144.271576,-36.765532
Independent,2,1825,Good Shepherd College,Pri/Sec,O,297 Mount Napier Road,,HAMILTON,VIC,3300,297 Mount Napier Road,,HAMILTON,VIC,3300,03 5571 2595,SOUTH-WESTERN VICTORIA,Wimmera South West,626,Southern Grampians (S),Non Metro,142.041488,-37.770832
Independent,2,1826,Plenty Valley Christian College,Pri/Sec,O,840 Yan Yean Road,,DOREEN,VIC,3754,840 Yan Yean Road,,DOREEN,VIC,3754,03 9717 7400,NORTH-WESTERN VICTORIA,North Eastern Melbourne,571,Nillumbik (S),Metro,145.138791,-37.613463
Independent,2,1837,Bayside Christian College,Pri/Sec,O,120-128 Robinsons Road,,LANGWARRIN SOUTH,VIC,3911,PO Box 37,,FRANKSTON,VIC,3199,03 5971 6700,SOUTH-EASTERN VICTORIA,Bayside Peninsula,217,Frankston (C),Metro,145.16302,-38.178632
Independent,2,1839,Trinity Lutheran College,Pri/Sec,O,920 Fifteenth Street,,MILDURA,VIC,3500,920 Fifteenth Street,,MILDURA,VIC,3500,03 5023 7013,NORTH-WESTERN VICTORIA,Mallee,478,Mildura (RC),Non Metro,142.128786,-34.201602
Independent,2,1840,Goulburn Valley Grammar School,Pri/Sec,O,455 Verney Road,,SHEPPARTON,VIC,3630,PO Box 757,,SHEPPARTON,VIC,3632,03 5821 8155,NORTH-EASTERN VICTORIA,Goulburn,283,Greater Shepparton (C),Non Metro,145.415577,-36.327476
Independent,2,1841,The Knox School,Pri/Sec,O,220 Burwood Highway,,WANTIRNA SOUTH,VIC,3152,PO Box 4508,Knox City,WANTIRNA SOUTH,VIC,3152,03 8805 3800,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,367,Knox (C),Metro,145.219198,-37.865467
Independent,2,1846,Heathdale Christian College,Pri/Sec,O,175 Derrimut Rd,,WERRIBEE,VIC,3030,PO Box 1042,Werribee Plaza,WERRIBEE,VIC,3030,03 9749 1522,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham (C),Metro,144.681332,-37.881318
Independent,2,1848,Hillcrest Christian College,Pri/Sec,O,500 Soldiers Road,,CLYDE NORTH,VIC,3978,500 Soldiers Road,,CLYDE NORTH,VIC,3978,03 9702 2144,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey (C),Metro,145.363801,-38.084681
Independent,2,1849,St Paul's Anglican Grammar School,Pri/Sec,O,150 Bowen Street,,WARRAGUL,VIC,3820,150 Bowen Street,,WARRAGUL,VIC,3820,03 5623 5833,SOUTH-EASTERN VICTORIA,Inner Gippsland,83,Baw Baw (S),Non Metro,145.930417,-38.147811
Independent,2,1855,Beaconhills College,Pri/Sec,O,30-34 Toomuc Valley Road,,PAKENHAM,VIC,3810,30-34 Toomuc Valley Road,,PAKENHAM,VIC,3810,1300 002 225,SOUTH-EASTERN VICTORIA,Southern Melbourne,145,Cardinia (S),Metro,145.467319,-38.061898
Independent,2,1864,Belgrave Heights Christian School,Pri/Sec,O,20 Wattle Valley Road,,BELGRAVE HEIGHTS,VIC,3160,20 Wattle Valley Road,,BELGRAVE HEIGHTS,VIC,3160,03 9754 6435,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,745,Yarra Ranges (S),Metro,145.3462292,-37.91890282
Independent,2,1866,Oakleigh Grammar,Pri/Sec,O,77  Willesden Road,,OAKLEIGH,VIC,3166,PO Box 2120,,OAKLEIGH,VIC,3166,03 9569 6128,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,497,Monash (C),Metro,145.082819,-37.895907
Independent,2,1869,Kerang Christian College,Pri/Sec,O,98 Wyndham Street,,KERANG,VIC,3579,PO Box 180,,KERANG,VIC,3579,03 5450 3894,NORTH-WESTERN VICTORIA,Mallee,225,Gannawarra (S),Non Metro,143.913416,-35.730422
Independent,2,1871,St Andrews Christian College,Pri/Sec,O,130 Tyner Road,,WANTIRNA SOUTH,VIC,3152,PO Box 4646,,KNOX CITY CENTRE,VIC,3152,03 8847 8300,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,367,Knox (C),Metro,145.244636,-37.873866
Independent,2,1872,Chairo Christian School,Pri/Sec,O,76 Balfour Road,,DROUIN,VIC,3818,PO Box 93,,DROUIN,VIC,3818,03 5625 4600,SOUTH-EASTERN VICTORIA,Inner Gippsland,83,Baw Baw (S),Non Metro,145.877116,-38.142837
Independent,2,1874,Australian International Academy of Education,Pri/Sec,O,653 Sydney Road,,COBURG,VIC,3058,653 Sydney Road,,COBURG,VIC,3058,03 9350 4533,NORTH-WESTERN VICTORIA,Hume Merri-bek,525,Merri-bek (C),Metro,144.966123,-37.736331
Independent,2,1876,Flinders Christian Community College,Pri/Sec,O,155 Mornington - Tyabb Road,,TYABB,VIC,3913,PO Box 45,,TYABB,VIC,3913,03 5973 2000,SOUTH-EASTERN VICTORIA,Bayside Peninsula,534,Mornington Peninsula (S),Metro,145.167984,-38.262117
Independent,2,1886,Grace Christian College Wodonga,Pri/Sec,O,20 Kinchington Road,,LENEVA,VIC,3691,20 Kinchington Road,,LENEVA,VIC,3691,02 6056 2288,NORTH-EASTERN VICTORIA,Ovens Murray,717,Wodonga (C),Non Metro,146.887345,-36.157173
Independent,2,1894,Melton Christian College,Pri/Sec,O,152-156 Brooklyn Road,,BROOKFIELD,VIC,3338,PO Box 88,,MELTON,VIC,3337,03 9732 3000,SOUTH-WESTERN VICTORIA,Brimbank Melton,465,Melton (C),Metro,144.560281,-37.700276
Independent,2,1895,Mansfield Rudolf Steiner School,Pri/Sec,O,91 Highett Street,,MANSFIELD,VIC,3722,PO Box 679,,MANSFIELD,VIC,3724,03 5779 1445,NORTH-EASTERN VICTORIA,Ovens Murray,425,Mansfield (S),Non Metro,146.08574,-37.061402
Independent,2,1902,Japanese School of Melbourne,Pri/Sec,O,6 Ellington Street,,CAULFIELD SOUTH,VIC,3162,6 Ellington Street,,CAULFIELD SOUTH,VIC,3162,03 9528 1978,SOUTH-EASTERN VICTORIA,Bayside Peninsula,231,Glen Eira (C),Metro,145.019402,-37.892445
Independent,2,1904,King's College,Pri/Sec,O,44 Balmoral Road,,WARRNAMBOOL,VIC,3280,PO Box 681,,WARRNAMBOOL,VIC,3280,03 5562 0147,SOUTH-WESTERN VICTORIA,Wimmera South West,673,Warrnambool (C),Non Metro,142.506174,-38.362113
Independent,2,1905,Sophia Mundi Steiner School,Pri/Sec,O,1 St Heliers Street,,ABBOTSFORD,VIC,3067,P.O. Box 184,,ABBOTSFORD,VIC,3067,03 9419 9229,NORTH-WESTERN VICTORIA,North Eastern Melbourne,735,Yarra (C),Metro,145.005225,-37.803664
Independent,2,1906,Al-Taqwa College,Pri/Sec,O,201 Sayers Road,,TRUGANINA,VIC,3029,PO Box 1103,Werribee Plaza,HOPPERS CROSSING,VIC,3029,03 9269 5000,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham (C),Metro,144.722023,-37.85265
Independent,2,1908,Overnewton Anglican Community College,Pri/Sec,O,2-50 Overnewton Road,,KEILOR,VIC,3036,2-50 Overnewton Road,,KEILOR,VIC,3036,03 9334 0149,SOUTH-WESTERN VICTORIA,Brimbank Melton,118,Brimbank (C),Metro,144.82318,-37.706557
Independent,2,1914,Little Yarra Steiner School,Pri/Sec,O,205 Little Yarra Road,,YARRA JUNCTION,VIC,3797,PO Box 19,,YARRA JUNCTION,VIC,3797,03 5967 1953,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,745,Yarra Ranges (S),Metro,145.631163,-37.79444291
Independent,2,1919,Bacchus Marsh Grammar,Pri/Sec,O,34 South Maddingley Road,,BACCHUS MARSH,VIC,3340,PO Box 214,,BACCHUS MARSH,VIC,3340,03 5366 4800,SOUTH-WESTERN VICTORIA,Central Highlands,515,Moorabool (S),Non Metro,144.4315941,-37.69026649
Independent,2,1923,Lighthouse Christian College,Pri/Sec,O,927 Springvale Road,,KEYSBOROUGH,VIC,3173,927 Springvale Road,,KEYSBOROUGH,VIC,3173,03 8796 7373,SOUTH-EASTERN VICTORIA,Southern Melbourne,267,Greater Dandenong (C),Metro,145.143501,-38.001204
