Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,Postal_Address_Line_1,Postal_Address_Line_2,Postal_Town,Postal_State,Postal_Postcode,Full_Phone_No,Region,Area,LGA_ID,LGA_Name,LGA_TYPE,X,Y
Government,1,8041,Mickleham Secondary College,Secondary,O,45 Blackmore Road,,Mickleham,VIC,3064,45 Blackmore Road,,Mickleham,VIC,3064,03 8764 1000,NORTH-WESTERN VICTORIA,Hume Merri-bek,327,Hume (C),Metro,144.90194,-37.52738
Government,1,8045,Mildura Senior College,Secondary,O,307-339 Deakin Avenue,,Mildura,VIC,3500,P O Box 1436,,MILDURA,VIC,3502,03 5021 2911,NORTH-WESTERN VICTORIA,Mallee,478,Mildura (RC),Non Metro,142.1453901,-34.19800387
Government,1,8050,Mirboo North Secondary College,Secondary,O,Castle Street,,Mirboo North,VIC,3871,Castle Street,,MIRBOO NORTH,VIC,3871,03 5667 9000,SOUTH-EASTERN VICTORIA,Inner Gippsland,617,South Gippsland (S),Non Metro,146.148821,-38.40018
Government,1,8065,Monbulk College,Secondary,O,146-148 David Hill Road,,Monbulk,VIC,3793,146-148 David Hill Road,,MONBULK,VIC,3793,03 9751 9000,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,745,Yarra Ranges (S),Metro,145.4278068,-37.88317535
Government,1,8068,Montmorency Secondary College,Secondary,O,Para Road,,Montmorency,VIC,3094,Para Road,,MONTMORENCY,VIC,3094,03 9422 1500,NORTH-WESTERN VICTORIA,North Eastern Melbourne,66,Banyule (C),Metro,145.113611,-37.714075
Government,1,8071,Mooroolbark College,Secondary,O,186 Manchester Road,,Mooroolbark,VIC,3138,186 Manchester Road,,MOOROOLBARK,VIC,3138,03 9727 8100,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,745,Yarra Ranges (S),Metro,145.3142304,-37.77508326
Government,1,8075,Mordialloc College,Secondary,O,1 Station Street,,Mordialloc,VIC,3195,1 Station Street,,MORDIALLOC,VIC,3195,03 9580 1184,SOUTH-EASTERN VICTORIA,Bayside Peninsula,343,Kingston (C),Metro,145.092675,-38.012243
Government,1,8100,Mount Beauty Secondary College,Secondary,O,Tailrace Road,,Mount Beauty,VIC,3699,P O Box 38,,MOUNT BEAUTY,VIC,3699,03 5754 4005,NORTH-EASTERN VICTORIA,Ovens Murray,11,Alpine (S),Non Metro,147.167284,-36.740307
Government,1,8102,Mount Eliza Secondary College,Secondary,O,204 Canadian Bay Road,,Mount Eliza,VIC,3930,Locked Bag 4,,MOUNT ELIZA,VIC,3930,03 9787 6288,SOUTH-EASTERN VICTORIA,Bayside Peninsula,534,Mornington Peninsula (S),Metro,145.093544,-38.189704
Government,1,8105,Mount Waverley Secondary College,Secondary,O,9 Lechte Road,,Mount Waverley,VIC,3149,P O Box 346,,MOUNT WAVERLEY,VIC,3149,03 9803 6811,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,497,Monash (C),Metro,145.132311,-37.869086
Government,1,8125,McKinnon Secondary College,Secondary,O,291a Mckinnon Road,,Mckinnon,VIC,3204,291a McKinnon Road,,MCKINNON,VIC,3204,03 8520 9000,SOUTH-EASTERN VICTORIA,Bayside Peninsula,231,Glen Eira (C),Metro,145.048545,-37.912204
Government,1,8135,MacRobertson Girls High School,Secondary,O,350-370 Kings Way,,Melbourne,VIC,3004,350-370 Kings Way,,MELBOURNE,VIC,3004,03 9864 7700,SOUTH-EASTERN VICTORIA,Bayside Peninsula,590,Port Phillip (C),Metro,144.971862,-37.835886
Government,1,8140,Nathalia Secondary College,Secondary,O,41 Chapel Street,,Nathalia,VIC,3638,P O Box 42,,NATHALIA,VIC,3638,03 5866 2331,NORTH-EASTERN VICTORIA,Goulburn,490,Moira (S),Non Metro,145.208438,-36.059901
Government,1,8145,Neerim District Secondary College,Secondary,O,20 Neerim East Road,,Neerim South,VIC,3831,PO Box 18,,NEERIM SOUTH,VIC,3831,03 5628 1455,SOUTH-EASTERN VICTORIA,Inner Gippsland,83,Baw Baw (S),Non Metro,145.95668,-38.016936
Government,1,8151,Newcomb Secondary College,Secondary,O,81 - 85 Bellarine Highway,,Newcomb,VIC,3219,81 - 85 Bellarine Highway,,NEWCOMB,VIC,3219,03 5248 1400,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong (C),Non Metro,144.395201,-38.171133
Government,1,8180,Northcote High School,Secondary,O,St Georges Road,,Northcote,VIC,3070,St Georges Road,,NORTHCOTE,VIC,3070,03 9488 2300,NORTH-WESTERN VICTORIA,North Eastern Melbourne,189,Darebin (C),Metro,144.989706,-37.774156
Government,1,8185,Norwood Secondary College,Secondary,O,9 Byron Street,,Ringwood,VIC,3134,PO Box 371,,RINGWOOD,VIC,3134,03 9871 0400,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,441,Maroondah (C),Metro,145.237605,-37.799752
Government,1,8190,Numurkah Secondary College,Secondary,O,104 Tocumwal Road,,Numurkah,VIC,3636,P O Box 229,,NUMURKAH,VIC,3636,03 5862 1088,NORTH-EASTERN VICTORIA,Goulburn,490,Moira (S),Non Metro,145.446271,-36.079948
Government,1,8210,Oberon High School,Secondary,O,163 Batten Road,,Armstrong Creek,VIC,3217,12 PICKETT CRESCENT,,Armstrong Creek,VIC,3216,03 5243 4444,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong (C),Non Metro,144.364137,-38.231762
Government,1,8211,Orbost Community College,Pri/Sec,O,20 Arnold Street,,Orbost,VIC,3888,P O Box 270,,Orbost,VIC,3888,03 5154 1084,SOUTH-EASTERN VICTORIA,Outer Gippsland,211,East Gippsland (S),Non Metro,148.46635,-37.70411
Government,1,8220,Ouyen P-12 College,Pri/Sec,O,1-35 Fuller Street,,Ouyen,VIC,3490,1-35 Fuller Street,,OUYEN,VIC,3490,03 5092 1182,NORTH-WESTERN VICTORIA,Mallee,478,Mildura (RC),Non Metro,142.322608,-35.064571
Government,1,8223,Pakenham Secondary College,Secondary,O,1020 Princes Highway,,Pakenham,VIC,3810,1020 Princes Highway,,PAKENHAM,VIC,3810,03 5945 1433,SOUTH-EASTERN VICTORIA,Southern Melbourne,145,Cardinia (S),Metro,145.471002,-38.068997
Government,1,8224,Edenbrook Secondary College,Secondary,O,133 Henry Road,,Pakenham,VIC,3810,133 Henry Road,,Pakenham,VIC,3810,03 5943 9200,SOUTH-EASTERN VICTORIA,Southern Melbourne,145,Cardinia (S),Metro,145.444017,-38.078267
Government,1,8225,Parkdale Secondary College,Secondary,O,Warren Road,,Mordialloc,VIC,3195,"Warren Road,",,MORDIALLOC,VIC,3195,03 9580 6311,SOUTH-EASTERN VICTORIA,Bayside Peninsula,343,Kingston (C),Metro,145.093501,-37.990301
Government,1,8227,Pascoe Vale Girls Secondary College,Secondary,O,Lake Avenue,,Pascoe Vale,VIC,3044,Post Office Box 2122,,OAK PARK,VIC,3046,03 9306 2544,NORTH-WESTERN VICTORIA,Hume Merri-bek,525,Merri-bek (C),Metro,144.935499,-37.717564
Government,1,8231,Prahran High School,Secondary,O,138 High Street,,Windsor,VIC,3181,P O Box 1124,,Windsor,VIC,3181,03 9113 1000,SOUTH-EASTERN VICTORIA,Bayside Peninsula,635,Stonnington (C),Metro,144.9911611,-37.85174882
Government,1,8241,Preston High School,Secondary,O,2-16 Cooma Street,,Preston,VIC,3072,2-16 Cooma Street,,Preston,VIC,3072,03 9055 8400,NORTH-WESTERN VICTORIA,North Eastern Melbourne,189,Darebin (C),Metro,145.006401,-37.741692
Government,1,8245,Princes Hill Secondary College,Secondary,O,47 Arnold Street,,Princes Hill,VIC,3054,47 Arnold Street,,PRINCES HILL,VIC,3054,03 9389 0600,NORTH-WESTERN VICTORIA,North Eastern Melbourne,735,Yarra (C),Metro,144.96503,-37.783481
Government,1,8246,Homestead Senior Secondary College,Secondary,O,9 Coaching Parade,,Point Cook,VIC,3030,9 Coaching Parade,,Point Cook,VIC,3030,03 7379 9600,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham (C),Metro,144.768584,-37.915734
Government,1,8250,Bellarine Secondary College,Secondary,O,Peninsula Drive,,Drysdale,VIC,3222,P O Box 628,,DRYSDALE,VIC,3222,03 5251 9000,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong (C),Non Metro,144.557527,-38.190662
Government,1,8256,Rainbow P-12 College,Pri/Sec,O,17 Albert Street,,Rainbow,VIC,3424,P O Box 223,,Rainbow,VIC,3424,03 5395 1063,SOUTH-WESTERN VICTORIA,Wimmera South West,298,Hindmarsh (S),Non Metro,141.9966997,-35.89446757
Government,1,8260,Red Cliffs Secondary College,Secondary,O,55 Fitzroy Avenue,,Red Cliffs,VIC,3496,PO Box 285,,RED CLIFFS,VIC,3496,03 5024 1522,NORTH-WESTERN VICTORIA,Mallee,478,Mildura (RC),Non Metro,142.195452,-34.298804
Government,1,8270,Ringwood Secondary College,Secondary,O,Bedford Road,,Ringwood,VIC,3134,Bedford Road,,RINGWOOD,VIC,3134,03 9870 2002,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,441,Maroondah (C),Metro,145.239147,-37.816606
Government,1,8271,Richmond High School,Secondary,O,4 Griffiths Street,,Richmond,VIC,3121,Post Office Box 201,,Richmond,VIC,3121,03 8396 6399,NORTH-WESTERN VICTORIA,North Eastern Melbourne,735,Yarra (C),Metro,145.002804,-37.817408
Government,1,8276,Robinvale College,Pri/Sec,O,88 George Street,,Robinvale,VIC,3549,PO Box 378,,ROBINVALE,VIC,3549,03 5026 3704,NORTH-WESTERN VICTORIA,Mallee,661,Swan Hill (RC),Non Metro,142.7815451,-34.58888676
Government,1,8280,Rochester Secondary College,Secondary,O,26 Edward Street,,Rochester,VIC,3561,P O Box 186,,ROCHESTER,VIC,3561,03 5484 1844,NORTH-WESTERN VICTORIA,Loddon Campaspe,137,Campaspe (S),Non Metro,144.6986963,-36.35277863
Government,1,8290,Rosebud Secondary College,Secondary,O,245 Eastbourne Road,,Rosebud,VIC,3939,245 Eastbourne Road,,ROSEBUD,VIC,3939,03 5986 8595,SOUTH-EASTERN VICTORIA,Bayside Peninsula,534,Mornington Peninsula (S),Metro,144.887447,-38.367615
Government,1,8292,Brinbeal Secondary College,Secondary,O,2 Connaught Road,,Tarneit,VIC,3029,2 Connaught Road,,Tarneit,VIC,3029,03 8001 3333,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham (C),Metro,144.643456,-37.853585
Government,1,8300,Rutherglen High School,Secondary,O,40 Sheridans Bridge Road,,Rutherglen,VIC,3685,P O Box 84,,RUTHERGLEN,VIC,3685,02 6032 9483,NORTH-EASTERN VICTORIA,Ovens Murray,335,Indigo (S),Non Metro,146.452103,-36.062564
Government,1,8303,Saltwater P-9 College,Pri/Sec,O,15 Kirra Place,,Point Cook,VIC,3030,15 Kirra Place,,Point Cook,VIC,3030,03 8366 7700,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham (C),Metro,144.770051,-37.910536
Government,1,8307,Scoresby Secondary College,Secondary,O,Cavell Street,,Scoresby,VIC,3179,Cavell Street,,SCORESBY,VIC,3179,03 9765 4100,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,367,Knox (C),Metro,145.2362,-37.888642
Government,1,8330,St Albans Secondary College,Secondary,O,289 Main Road East,,St Albans,VIC,3021,289 MAIN ROAD EAST,,ST ALBANS,VIC,3021,03 9366 2555,SOUTH-WESTERN VICTORIA,Brimbank Melton,118,Brimbank (C),Metro,144.808411,-37.745532
Government,1,8335,St Arnaud Secondary College,Secondary,O,Smith Street,,St Arnaud,VIC,3478,PO Box 40,,ST ARNAUD,VIC,3478,03 5495 1811,SOUTH-WESTERN VICTORIA,Wimmera South West,581,Northern Grampians (S),Non Metro,143.250936,-36.609547
Government,1,8337,Oakwood School,Secondary,O,319 Balaclava Road,,Caulfield North,VIC,3161,319 Balaclava Road,,CAULFIELD NORTH,VIC,3161,03 9563 5644,SOUTH-EASTERN VICTORIA,Bayside Peninsula,231,Glen Eira (C),Metro,145.034173,-37.87398
Government,1,8345,Strathmore Secondary College,Secondary,O,400 Pascoe Vale Road,,Strathmore,VIC,3041,400 Pascoe Vale Road,,STRATHMORE,VIC,3041,03 9379 7999,SOUTH-WESTERN VICTORIA,Western Melbourne,506,Moonee Valley (C),Metro,144.926643,-37.73695
Government,1,8350,Sunbury College,Secondary,O,30 Racecourse Road,,Sunbury,VIC,3429,P O BOX 183,,Sunbury,VIC,3429,03 9744 1066,NORTH-WESTERN VICTORIA,Hume Merri-bek,327,Hume (C),Metro,144.728672,-37.574279
Government,1,8368,Sydney Road Community School,Secondary,O,12-14 Glenlyon Road,,Brunswick,VIC,3056,12-14 Glenylon Road,,BRUNSWICK,VIC,3056,03 9380 9417,NORTH-WESTERN VICTORIA,Hume Merri-bek,525,Merri-bek (C),Metro,144.962338,-37.771817
Government,1,8370,Tallangatta Secondary College,Secondary,O,145 Towong Street,,Tallangatta,VIC,3700,P O Box 81,,TALLANGATTA,VIC,3700,02 6071 5000,NORTH-EASTERN VICTORIA,Ovens Murray,667,Towong (S),Non Metro,147.172667,-36.220441
Government,1,8383,Thomastown Secondary College,Secondary,O,80-96 Main Street,,Thomastown,VIC,3074,P O Box 110,,THOMASTOWN,VIC,3074,03 9465 0844,NORTH-WESTERN VICTORIA,North Eastern Melbourne,707,Whittlesea (C),Metro,145.0019385,-37.67871605
Government,1,8395,Trafalgar High School,Secondary,O,70-80 School Road,,Trafalgar,VIC,3824,Locked Bag 1,,TRAFALGAR,VIC,3824,03 5633 1733,SOUTH-EASTERN VICTORIA,Inner Gippsland,83,Baw Baw (S),Non Metro,146.158302,-38.214568
Government,1,8396,Bemin Secondary College,Secondary,O,805 Morris Road,,Truganina,VIC,3029,805 Morris Road,,Truganina,VIC,3029,03 7300 7979,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham (C),Metro,144.709748,-37.826407
Government,1,8397,Dohertys Creek P-9 College,Pri/Sec,O,60 Elmhurst Road,,Truganina,VIC,3029,60 Elmhurst Road,,Truganina,VIC,3029,03 8560 6079,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham (C),Metro,144.733911,-37.842976
Government,1,8405,University High School,Secondary,O,77 Story Street,,Parkville,VIC,3052,77 Story Street,,PARKVILLE,VIC,3052,03 9347 2022,SOUTH-WESTERN VICTORIA,Western Melbourne,460,Melbourne (C),Metro,144.95538,-37.796982
Government,1,8407,Roxburgh College,Secondary,O,60-70 Donald Cameron Drive,,Roxburgh Park,VIC,3064,PO Box 453,,Somerton BC Somerton,VIC,3062,03 9930 8100,NORTH-WESTERN VICTORIA,Hume Merri-bek,327,Hume (C),Metro,144.930331,-37.63041
Government,1,8410,Upper Yarra Secondary College,Secondary,O,81-89 Little Yarra Road,,Yarra Junction,VIC,3797,P O Box 550,,Yarra Junction,VIC,3797,03 5967 1877,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,745,Yarra Ranges (S),Metro,145.623933,-37.79209352
Government,1,8415,Upwey High School,Secondary,O,1451 Burwood Highway,,Upwey,VIC,3158,1451 Burwood Hwy,,UPWEY,VIC,3158,03 9754 2838,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,745,Yarra Ranges (S),Metro,145.335475,-37.904357
Government,1,8420,Vermont Secondary College,Secondary,O,27 - 63 Morack Road,,Vermont,VIC,3133,P O Box 138,,Vermont,VIC,3133,03 8872 6300,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,698,Whitehorse (C),Metro,145.199701,-37.844117
Government,1,8421,Kambrya College,Secondary,O,68 Bemersyde Drive,,Berwick,VIC,3806,P O Box 153,,BERWICK,VIC,3806,03 9707 7600,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey (C),Metro,145.34741,-38.05368819
Government,1,8423,Carrum Downs Secondary College,Secondary,O,263 McCormicks Road,,Carrum Downs,VIC,3201,P O Box 8845,,CARRUM DOWNS,VIC,3201,03 9788 9100,SOUTH-EASTERN VICTORIA,Bayside Peninsula,217,Frankston (C),Metro,145.197658,-38.095291
Government,1,8425,Wangaratta High School,Secondary,O,17-49 Edwards Street,,Wangaratta,VIC,3677,P O Box 235,,WANGARATTA,VIC,3676,03 5723 0500,NORTH-EASTERN VICTORIA,Ovens Murray,670,Wangaratta (RC),Non Metro,146.307723,-36.344898
Government,1,8427,Greenvale Secondary College,Secondary,O,2 Glencairn Drive,,Greenvale,VIC,3059,2 Glencairn Drive,,Greenvale,VIC,3059,03 8393 0000,NORTH-WESTERN VICTORIA,Hume Merri-bek,327,Hume (C),Metro,144.8896083,-37.6503006
Government,1,8428,Wantirna College,Secondary,O,90 Harold Street,,Wantirna,VIC,3152,90 Harold Street,,WANTIRNA,VIC,3152,03 9801 9700,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,367,Knox (C),Metro,145.229974,-37.857598
Government,1,8430,Warracknabeal Secondary College,Secondary,O,5 Werrigar Street,,Warracknabeal,VIC,3393,PO Box 285,,WARRACKNABEAL,VIC,3393,03 5398 1433,SOUTH-WESTERN VICTORIA,Wimmera South West,763,Yarriambiack (S),Non Metro,142.390795,-36.257679
Government,1,8437,Warrandyte High School,Secondary,O,241-247 Heidelberg-Warrandyte Rd,,Warrandyte,VIC,3113,Cnr Alexander & Warrandyte Rds,,Warrandyte,VIC,3113,03 9844 2749,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,421,Manningham (C),Metro,145.184222,-37.748269
Government,1,8462,Wellington Secondary College,Secondary,O,91 Police Road,,Mulgrave,VIC,3170,P O Box 1,,MULGRAVE,VIC,3170,03 9547 6822,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,497,Monash (C),Metro,145.169378,-37.934467
Government,1,8465,Werribee Secondary College,Secondary,O,45 Duncans Road,,Werribee,VIC,3030,P O Box 314,,WERRIBEE,VIC,3030,03 9741 1822,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham (C),Metro,144.668744,-37.905536
Government,1,8466,Bairnsdale Secondary College,Secondary,O,90 Mckean Street,,Bairnsdale,VIC,3875,P O Box 325,,BAIRNSDALE,VIC,3875,03 5150 4800,SOUTH-EASTERN VICTORIA,Outer Gippsland,211,East Gippsland (S),Non Metro,147.6049997,-37.82871098
Government,1,8470,Westall Secondary College,Secondary,O,88-128 Rosebank Avenue,,Clayton South,VIC,3169,88-128 Rosebank Avenue,,CLAYTON SOUTH,VIC,3169,03 9546 3233,SOUTH-EASTERN VICTORIA,Bayside Peninsula,343,Kingston (C),Metro,145.136577,-37.940312
Government,1,8474,Wheelers Hill Secondary College,Secondary,O,2-28 Raphael Drive,,Wheelers Hill,VIC,3150,2-28 Raphael Drive,,WHEELERS HILL,VIC,3150,03 9561 5811,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,497,Monash (C),Metro,145.181743,-37.910126
Government,1,8475,Williamstown High School,Secondary,O,76 Pasco Street,,Williamstown,VIC,3016,76 Pasco Street,,WILLIAMSTOWN,VIC,3016,03 9397 1899,SOUTH-WESTERN VICTORIA,Western Melbourne,311,Hobsons Bay (C),Metro,144.895024,-37.862855
Government,1,8480,Wodonga Senior Secondary College,Secondary,O,80 Brockley Street,,Wodonga,VIC,3690,80 Brockley Street,,WODONGA,VIC,3690,02 6043 7500,NORTH-EASTERN VICTORIA,Ovens Murray,717,Wodonga (C),Non Metro,146.8810522,-36.12560893
Government,1,8490,Yarram Secondary College,Secondary,O,86 James Street,,Yarram,VIC,3971,P O Box 135,,YARRAM,VIC,3971,03 5182 5522,SOUTH-EASTERN VICTORIA,Outer Gippsland,681,Wellington (S),Non Metro,146.685408,-38.56743
Government,1,8491,Woodmans Hill Secondary College,Secondary,O,1 Fussell Street,,Ballarat East,VIC,3350,P O Box 1066,,Bakery Hill,VIC,3354,03 5336 7264,SOUTH-WESTERN VICTORIA,Central Highlands,57,Ballarat (C),Non Metro,143.892275,-37.559122
Government,1,8500,Yea High School,Secondary,O,67 Racecourse Rd,,Yea,VIC,3717,P O Box 63,,YEA,VIC,3717,03 5797 2207,NORTH-EASTERN VICTORIA,Goulburn,562,Murrindindi (S),Non Metro,145.408536,-37.215011
Government,1,8704,Glen Eira College,Secondary,O,76 Booran Road,,Caulfield East,VIC,3145,76 Booran Road,,CAULFIELD EAST,VIC,3145,03 9571 7838,SOUTH-EASTERN VICTORIA,Bayside Peninsula,231,Glen Eira (C),Metro,145.038006,-37.8857
Government,1,8705,Craigieburn Secondary College,Secondary,O,102 Hothlyn Drive,,Craigieburn,VIC,3064,102 Hothlyn Drive,,CRAIGIEBURN,VIC,3064,03 9308 1144,NORTH-WESTERN VICTORIA,Hume Merri-bek,327,Hume (C),Metro,144.9359541,-37.60875112
Government,1,8707,Emerald Secondary College,Secondary,O,425 Belgrave-gembrook Rd,,Emerald,VIC,3782,P O Box 264,,EMERALD,VIC,3782,03 5968 5388,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,145,Cardinia (S),Metro,145.4587437,-37.92427055
Government,1,8708,Reservoir High School,Secondary,O,855 Plenty Road,,Reservoir,VIC,3073,855 Plenty Road,,RESERVOIR,VIC,3073,03 9466 0900,NORTH-WESTERN VICTORIA,North Eastern Melbourne,189,Darebin (C),Metro,145.029772,-37.722259
Government,1,8709,Hampton Park Secondary College,Secondary,O,58 - 96 Fordholm Road,,Hampton Park,VIC,3976,P O Box 480,,HAMPTON PARK,VIC,3976,03 8795 9400,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey (C),Metro,145.259884,-38.034862
Government,1,8710,Hoppers Crossing Secondary College,Secondary,O,2 Fraser Street,,Hoppers Crossing,VIC,3029,2 Fraser Street,,HOPPERS CROSSING,VIC,3029,03 9974 7777,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham (C),Metro,144.695358,-37.871223
Government,1,8715,Keilor Downs Secondary College,Secondary,O,100-110 Odessa Avenue,,Keilor Downs,VIC,3038,P O Box 245,,Taylors Lakes,VIC,3038,03 9365 8000,SOUTH-WESTERN VICTORIA,Brimbank Melton,118,Brimbank (C),Metro,144.811186,-37.715515
Government,1,8716,Kurnai College,Secondary,O,42-66 Bridle Road,,Morwell,VIC,3840,P O Box 3411,,Morwell BC,VIC,3841,03 5165 0600,SOUTH-EASTERN VICTORIA,Inner Gippsland,381,Latrobe (C),Non Metro,146.432788,-38.228791
Government,1,8718,Kurunjang Secondary College,Secondary,O,10 Kurunjang Drive,,Kurunjang,VIC,3337,PO Box 598,,MELTON,VIC,3337,03 9743 9211,SOUTH-WESTERN VICTORIA,Brimbank Melton,465,Melton (C),Metro,144.585957,-37.672914
Government,1,8720,Lakes Entrance Secondary College,Secondary,O,1-11 North Street,,Lakes Entrance,VIC,3909,1-11 North Street,,LAKES ENTRANCE,VIC,3909,03 5155 2982,SOUTH-EASTERN VICTORIA,Outer Gippsland,211,East Gippsland (S),Non Metro,147.998412,-37.871343
Government,1,8722,Elisabeth Murdoch College,Secondary,O,80 Warrandyte Road,,Langwarrin,VIC,3910,80 Warrandyte Road,,LANGWARRIN,VIC,3910,03 9788 2600,SOUTH-EASTERN VICTORIA,Bayside Peninsula,217,Frankston (C),Metro,145.19018,-38.159291
Government,1,8723,Sunbury Downs Secondary College,Secondary,O,148-174 Mitchells Lane,,Sunbury,VIC,3429,P O Box 625,,SUNBURY,VIC,3429,03 9744 0500,NORTH-WESTERN VICTORIA,Hume Merri-bek,327,Hume (C),Metro,144.704485,-37.584007
Government,1,8724,Forest Hill College,Secondary,O,178-180 Mahoneys Road,,Burwood East,VIC,3151,178-180 Mahoneys Road,,BURWOOD EAST,VIC,3151,03 9814 9444,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,698,Whitehorse (C),Metro,145.163728,-37.848519
Government,1,8725,Patterson River Secondary College,Secondary,O,70 - 98 Eel Race Road,,Seaford,VIC,3198,P O Box 2664,,SEAFORD,VIC,3198,03 8770 6700,SOUTH-EASTERN VICTORIA,Bayside Peninsula,217,Frankston (C),Metro,145.134741,-38.083504
Government,1,8730,St Helena Secondary College,Secondary,O,Wallowa Road,,Eltham North,VIC,3095,Wallowa Road,,ELTHAM NORTH,VIC,3095,03 9438 8500,NORTH-WESTERN VICTORIA,North Eastern Melbourne,66,Banyule (C),Metro,145.1399078,-37.68686717
Government,1,8731,Stawell Secondary College,Secondary,O,79-97 Patrick Street,,Stawell,VIC,3380,P O Box 202,,STAWELL,VIC,3380,03 5358 1700,SOUTH-WESTERN VICTORIA,Wimmera South West,581,Northern Grampians (S),Non Metro,142.789787,-37.061954
Government,1,8734,Rowville Secondary College,Secondary,O,17 Paratea Drive,,Rowville,VIC,3178,P O Box 2123,,ROWVILLE,VIC,3178,03 9755 4555,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,367,Knox (C),Metro,145.2370885,-37.92388682
Government,1,8736,Bass Coast College,Secondary,O,2 McKenzie Street,,Wonthaggi,VIC,3995,P O Box 119,,WONTHAGGI,VIC,3995,03 5611 4000,SOUTH-EASTERN VICTORIA,Inner Gippsland,74,Bass Coast (S),Non Metro,145.5978801,-38.61094209
Government,1,8739,Sandringham College,Secondary,O,11 Holloway Road,,Sandringham,VIC,3191,11 Holloway Road,,SANDRINGHAM,VIC,3191,03 8599 0500,SOUTH-EASTERN VICTORIA,Bayside Peninsula,91,Bayside (C),Metro,145.023034,-37.956709
Government,1,8742,Fitzroy High School,Secondary,O,24-30 Falconer Street,,Fitzroy North,VIC,3068,24-30 Falconer Street,,FITZROY NORTH,VIC,3068,03 9488 1900,NORTH-WESTERN VICTORIA,North Eastern Melbourne,735,Yarra (C),Metro,144.987476,-37.784911
Government,1,8743,Ashwood High School,Secondary,O,50 Vannam Drive,,Ashwood,VIC,3147,50 VANNAM DRIVE,,ASHWOOD,VIC,3147,03 9807 1333,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,497,Monash (C),Metro,145.103328,-37.864527
Government,1,8744,Mullauna Secondary College,Secondary,O,456 Springfield Road,,Mitcham,VIC,3132,456 Springfield Road,,MITCHAM,VIC,3132,03 9874 3422,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,698,Whitehorse (C),Metro,145.190155,-37.807109
Government,1,8745,Leongatha Secondary College,Secondary,O,115 Nerrena Road,,Leongatha,VIC,3953,Private Bag 1,,LEONGATHA,VIC,3953,03 5667 2200,SOUTH-EASTERN VICTORIA,Inner Gippsland,617,South Gippsland (S),Non Metro,145.9612411,-38.47868659
Government,1,8746,Diamond Valley College,Secondary,O,165-179 Main Hurstbridge Road,,Diamond Creek,VIC,3089,P O Box 643,,DIAMOND CREEK,VIC,3089,03 9438 1411,NORTH-WESTERN VICTORIA,North Eastern Melbourne,571,Nillumbik (S),Metro,145.167403,-37.672828
Government,1,8750,Greensborough Secondary College,Secondary,O,59 Nepean Street,,Greensborough,VIC,3088,59 Nepean Street,,GREENSBOROUGH,VIC,3088,03 9433 2666,NORTH-WESTERN VICTORIA,North Eastern Melbourne,66,Banyule (C),Metro,145.091251,-37.708486
Government,1,8753,Ararat Secondary College,Secondary,O,4-30 Barkly Street,,Ararat,VIC,3377,4-30 BARKLY STREET,,ARARAT,VIC,3377,03 5352 4177,SOUTH-WESTERN VICTORIA,Central Highlands,26,Ararat (RC),Non Metro,142.9219615,-37.28599961
Government,1,8775,Mill Park Secondary College,Secondary,O,9 - 25 Moorhead Drive,,Mill Park,VIC,3082,9-25 Moorhead Drive,,MILL PARK,VIC,3082,03 9407 9700,NORTH-WESTERN VICTORIA,North Eastern Melbourne,707,Whittlesea (C),Metro,145.063414,-37.664155
